amount,merchant,country,velocity,is_fraud
286.52,airline,RU,9,0
271.68,fuel,NG,3,0
367.32,grocer,BR,8,0
563.22,wire_transfer,US,5,0
353.29,casino,BR,4,0
180.43,wire_transfer,US,7,0
301.64,grocer,BR,4,0
109.94,fuel,GB,5,0
384.15,wire_transfer,IN,2,0
214.27,wire_transfer,IN,1,0
119.0,electronics,NG,5,0
2323.98,electronics,GB,5,0
351.21,casino,US,7,0
340.83,fuel,BR,2,0
266.83,grocer,BR,3,0
69.18,fuel,BR,8,0
386.17,fuel,US,5,0
139.25,electronics,BR,3,0
327.94,electronics,GB,5,0
86.12,fuel,GB,2,0
3269.54,electronics,BR,9,0
79.44,airline,IN,2,0
67.4,casino,GB,6,0
263.87,wire_transfer,IN,5,0
79.11,grocer,GB,6,0
313.98,grocer,BR,7,0
296.26,fuel,IN,1,0
8.89,wire_transfer,US,2,0
2047.61,casino,NG,5,0
81.35,airline,US,3,0
286.18,wire_transfer,RU,6,1
42.55,airline,US,4,0
48.1,airline,US,3,1
250.89,electronics,IN,8,0
371.15,electronics,GB,8,0
184.72,casino,IN,7,0
395.94,electronics,US,6,0
336.44,wire_transfer,BR,1,0
71.14,wire_transfer,IN,3,0
163.73,airline,GB,7,0
299.72,grocer,GB,2,0
138.92,casino,US,2,0
67.3,fuel,NG,5,0
154.85,airline,US,3,0
8389.08,casino,RU,21,1
173.32,airline,US,6,0
192.4,grocer,GB,9,0
1692.78,fuel,IN,3,0
45.79,fuel,BR,6,0
397.1,casino,GB,2,0
3042.08,casino,IN,3,0
99.57,grocer,BR,5,0
66.86,grocer,IN,4,0
207.51,casino,US,5,0
197.62,grocer,BR,6,0
156.34,grocer,IN,5,0
351.09,airline,GB,9,0
97.07,casino,BR,1,1
136.88,fuel,US,3,0
2388.44,wire_transfer,IN,4,0
7735.61,electronics,RU,1,1
381.31,casino,IN,12,1
1387.21,casino,GB,9,0
82.53,electronics,BR,1,0
257.73,grocer,US,7,0
289.78,electronics,US,1,0
155.44,wire_transfer,BR,3,0
10.67,wire_transfer,IN,4,0
161.03,casino,IN,6,0
15.45,grocer,US,2,0
291.74,fuel,BR,4,0
7.9,airline,GB,6,0
123.82,grocer,RU,3,0
90.78,electronics,US,7,0
337.27,electronics,US,1,0
1107.42,wire_transfer,GB,3,1
350.55,fuel,IN,3,0
2446.68,airline,RU,4,1
23.3,casino,BR,8,0
375.06,fuel,IN,6,0
218.21,casino,BR,6,0
202.62,fuel,US,6,0
301.17,airline,GB,1,0
121.04,casino,US,3,0
290.68,wire_transfer,IN,3,0
3204.37,casino,IN,9,0
28.88,wire_transfer,US,6,0
62.72,fuel,RU,7,0
304.97,airline,BR,8,0
394.67,fuel,BR,9,0
89.08,casino,IN,4,0
328.78,electronics,IN,8,0
120.5,electronics,BR,4,0
826.24,casino,GB,6,0
168.23,fuel,RU,2,0
247.32,wire_transfer,US,4,0
278.92,airline,US,1,0
3996.35,wire_transfer,IN,4,0
2777.92,fuel,US,9,0
163.36,wire_transfer,BR,6,0
8713.64,fuel,RU,5,1
348.98,fuel,US,4,0
170.43,fuel,GB,2,0
199.11,casino,GB,7,0
166.86,grocer,US,3,0
275.42,casino,IN,9,0
33.09,airline,BR,2,0
181.74,casino,NG,8,0
247.14,casino,GB,8,0
69.72,casino,IN,6,0
365.99,electronics,US,1,0
266.01,casino,GB,9,0
45.56,casino,BR,2,0
2795.58,casino,BR,4,1
36.1,wire_transfer,US,1,0
94.42,fuel,IN,4,0
224.64,airline,BR,6,0
253.25,fuel,IN,7,0
267.44,wire_transfer,US,7,0
6747.95,casino,NG,3,1
211.54,grocer,US,1,0
4960.53,wire_transfer,US,11,1
40.39,wire_transfer,GB,7,0
170.39,grocer,BR,2,0
235.2,casino,US,9,1
221.77,electronics,US,4,0
385.83,airline,BR,8,0
226.77,electronics,BR,2,0
15.21,fuel,US,5,0
174.38,wire_transfer,BR,3,0
333.75,wire_transfer,IN,2,0
5.92,grocer,GB,5,0
150.04,grocer,GB,2,0
196.34,airline,US,1,0
388.96,airline,BR,4,0
142.5,electronics,IN,1,0
330.01,casino,GB,8,1
359.76,wire_transfer,US,6,0
244.47,grocer,GB,9,0
304.58,casino,BR,3,0
306.78,airline,IN,1,0
361.89,fuel,IN,1,0
89.59,fuel,BR,8,0
119.27,casino,GB,1,0
46.93,airline,BR,1,0
156.33,grocer,US,1,0
323.51,airline,GB,9,0
93.16,wire_transfer,GB,1,0
111.26,grocer,IN,2,0
320.42,airline,IN,9,0
291.68,casino,NG,8,1
1242.5,wire_transfer,GB,5,0
115.68,airline,US,9,0
334.27,airline,GB,5,0
1264.03,electronics,IN,8,0
3446.07,electronics,RU,5,0
76.88,wire_transfer,BR,8,0
283.34,grocer,US,4,0
2389.4,electronics,IN,5,0
354.31,fuel,BR,5,0
314.25,grocer,US,9,0
289.34,casino,GB,3,0
2878.93,grocer,BR,9,0
71.16,electronics,IN,5,0
78.7,wire_transfer,US,3,0
18.66,electronics,US,1,0
621.15,casino,IN,3,1
277.39,fuel,BR,9,0
373.05,wire_transfer,US,5,0
715.17,airline,BR,5,0
202.05,casino,IN,1,0
187.56,airline,GB,1,1
304.46,electronics,US,1,0
201.02,grocer,IN,7,0
307.59,casino,RU,9,0
17.24,electronics,GB,7,0
2086.93,airline,GB,9,0
137.44,airline,BR,6,0
183.19,fuel,IN,5,0
300.3,wire_transfer,IN,3,0
276.47,airline,US,8,0
240.06,grocer,US,1,0
171.97,fuel,BR,9,0
46.71,fuel,GB,5,0
11.9,airline,BR,8,0
34.63,grocer,GB,5,0
220.51,wire_transfer,IN,9,0
158.03,airline,BR,1,0
1962.59,grocer,GB,5,0
344.02,fuel,GB,9,0
249.81,casino,IN,5,0
196.85,grocer,IN,2,1
298.74,casino,GB,6,0
209.16,fuel,RU,7,0
374.38,fuel,RU,6,0
94.03,grocer,GB,9,0
16.49,electronics,US,9,1
1949.38,casino,GB,4,0
276.41,wire_transfer,BR,6,0
140.02,casino,IN,3,0
234.36,electronics,IN,7,0
302.11,casino,IN,3,0
157.06,airline,US,7,0
4777.61,casino,NG,5,0
167.24,electronics,US,7,0
58.62,casino,IN,4,0
23.11,grocer,IN,5,0
26.34,casino,US,4,0
350.2,casino,NG,6,0
332.31,grocer,IN,4,0
115.07,airline,IN,4,0
235.92,airline,RU,4,0
352.22,electronics,US,3,1
137.28,wire_transfer,GB,5,0
52.69,wire_transfer,RU,6,0
301.83,electronics,IN,6,0
369.66,electronics,IN,6,0
280.71,airline,IN,4,0
140.48,grocer,BR,6,0
377.11,wire_transfer,GB,2,0
223.02,electronics,BR,3,0
1334.07,casino,GB,5,0
1071.62,casino,NG,8,0
103.31,casino,IN,8,0
338.28,airline,BR,2,0
22.3,grocer,GB,3,0
169.1,grocer,BR,1,0
5.78,electronics,BR,3,0
27.65,wire_transfer,NG,2,1
373.33,grocer,GB,4,0
685.85,electronics,NG,13,1
381.34,electronics,GB,20,1
104.2,airline,IN,2,0
67.28,fuel,GB,1,0
1747.7,wire_transfer,IN,6,0
727.79,wire_transfer,BR,13,1
302.01,airline,IN,4,0
90.39,airline,IN,9,0
315.08,airline,US,9,0
103.64,airline,IN,6,0
118.81,airline,US,8,0
5.79,fuel,IN,9,0
646.33,electronics,IN,4,0
397.96,grocer,GB,1,0
2.31,casino,US,9,0
392.16,casino,IN,1,0
3106.71,grocer,US,5,0
297.09,casino,IN,2,0
351.61,fuel,IN,7,0
339.78,wire_transfer,GB,8,0
201.93,grocer,RU,6,0
68.46,casino,US,1,0
363.72,electronics,IN,2,0
242.45,casino,BR,4,0
1639.71,wire_transfer,GB,1,0
388.71,fuel,NG,4,0
309.01,airline,BR,6,0
207.98,grocer,IN,3,0
90.47,wire_transfer,US,9,0
153.75,electronics,BR,7,0
65.36,grocer,IN,6,0
557.1,wire_transfer,GB,7,0
125.33,fuel,GB,1,0
42.74,casino,US,9,0
177.38,airline,BR,9,0
291.89,electronics,GB,5,0
67.15,wire_transfer,US,1,0
1706.95,fuel,BR,6,0
50.46,wire_transfer,GB,6,0
186.69,grocer,IN,3,0
298.61,casino,IN,4,0
3517.79,electronics,BR,6,0
3465.37,airline,IN,7,0
257.28,airline,IN,9,0
329.91,fuel,US,3,0
224.74,airline,IN,1,0
253.78,grocer,IN,2,0
382.78,airline,BR,8,0
911.94,airline,GB,8,0
115.49,casino,RU,2,0
62.85,wire_transfer,US,6,0
95.04,airline,US,5,0
132.4,electronics,GB,7,0
47.95,wire_transfer,IN,3,0
1233.16,airline,BR,2,0
145.81,electronics,IN,4,0
320.28,airline,BR,1,0
325.76,fuel,GB,7,0
252.17,airline,US,8,0
350.94,fuel,BR,6,0
336.51,airline,GB,8,0
3165.9,casino,US,2,0
398.71,wire_transfer,GB,4,0
328.73,grocer,GB,4,0
8694.42,fuel,US,13,1
360.56,grocer,GB,2,0
81.16,grocer,US,8,0
130.43,wire_transfer,IN,7,0
2734.52,fuel,BR,1,0
235.34,electronics,BR,7,0
54.62,wire_transfer,US,6,0
162.08,electronics,RU,3,0
383.19,airline,GB,6,0
3548.77,electronics,BR,4,0
41.78,electronics,US,9,0
98.21,casino,IN,6,0
364.06,wire_transfer,GB,1,0
223.35,electronics,GB,6,0
241.27,fuel,GB,3,0
94.23,airline,US,5,0
202.18,wire_transfer,NG,8,0
110.29,electronics,IN,6,0
323.31,fuel,BR,9,0
300.09,fuel,US,2,0
276.25,fuel,GB,1,0
186.39,fuel,IN,7,0
220.61,fuel,GB,4,0
32.9,wire_transfer,IN,8,0
42.25,grocer,BR,9,0
2756.75,airline,IN,2,0
391.47,airline,GB,3,0
1372.1,fuel,IN,8,1
219.45,fuel,IN,6,0
284.32,wire_transfer,BR,5,0
79.81,electronics,GB,6,0
237.26,grocer,BR,4,0
115.11,casino,IN,7,0
27.07,wire_transfer,US,7,0
153.0,fuel,IN,9,0
860.42,grocer,US,9,0
37.01,electronics,BR,8,0
388.41,wire_transfer,NG,1,0
2209.72,wire_transfer,US,9,0
3871.62,casino,US,3,0
85.77,casino,US,6,0
279.91,airline,IN,3,0
39.61,airline,GB,9,0
288.22,casino,IN,5,0
235.83,airline,IN,1,0
18.92,grocer,IN,4,0
5.44,grocer,GB,5,0
233.59,wire_transfer,BR,3,0
116.45,electronics,BR,4,0
82.3,wire_transfer,RU,5,0
2.64,wire_transfer,GB,5,0
2907.28,electronics,US,7,0
339.74,fuel,BR,9,0
348.86,casino,BR,5,0
223.89,airline,BR,1,0
369.58,casino,IN,8,0
256.17,grocer,US,1,0
256.83,electronics,NG,4,0
337.72,electronics,GB,7,0
366.66,wire_transfer,GB,3,0
4579.85,wire_transfer,NG,5,1
49.35,casino,RU,6,0
1860.43,airline,GB,7,0
2372.17,airline,BR,1,0
376.1,casino,NG,5,0
396.73,electronics,GB,1,0
319.65,grocer,IN,9,0
164.95,wire_transfer,IN,4,1
286.82,wire_transfer,RU,3,0
134.51,casino,IN,6,0
85.67,airline,US,8,1
3723.21,casino,IN,17,1
156.14,electronics,US,3,0
334.87,electronics,GB,3,0
358.49,airline,US,9,0
233.06,grocer,US,5,0
139.5,fuel,IN,9,0
366.23,electronics,BR,5,0
1753.97,fuel,IN,5,0
44.01,wire_transfer,IN,4,0
257.85,casino,IN,8,0
101.83,grocer,NG,8,1
2516.66,fuel,BR,6,0
68.09,grocer,BR,3,0
689.12,casino,BR,24,1
232.91,electronics,IN,3,0
308.74,fuel,GB,9,0
131.42,electronics,US,8,0
392.25,airline,US,8,0
1953.36,grocer,NG,6,0
22.04,wire_transfer,BR,4,0
2709.32,wire_transfer,BR,5,0
19.66,grocer,US,3,0
58.91,electronics,IN,7,0
244.16,wire_transfer,GB,6,0
284.37,grocer,US,6,0
352.41,electronics,BR,3,0
234.88,casino,BR,1,0
370.09,casino,US,5,0
188.55,wire_transfer,US,4,0
245.43,airline,US,2,0
329.33,casino,GB,2,0
149.87,grocer,GB,9,0
136.58,grocer,IN,2,0
29.32,wire_transfer,GB,2,0
1465.2,fuel,BR,3,0
3414.21,casino,GB,2,0
287.75,casino,GB,4,0
149.02,grocer,GB,5,0
6676.87,casino,IN,22,1
387.28,fuel,IN,4,0
3882.74,airline,US,7,0
288.19,airline,US,3,0
309.33,grocer,US,7,0
2784.43,airline,US,8,0
1755.31,fuel,BR,5,1
127.87,casino,BR,6,0
387.93,electronics,US,2,0
288.6,electronics,IN,3,0
35.89,fuel,BR,7,0
105.13,electronics,IN,5,0
2157.02,fuel,US,4,1
299.55,fuel,GB,2,0
22.34,grocer,IN,6,0
253.31,wire_transfer,US,1,0
287.2,casino,IN,7,0
262.16,wire_transfer,BR,1,0
303.5,wire_transfer,GB,8,0
723.12,casino,IN,8,0
239.45,fuel,IN,1,0
93.73,grocer,GB,4,0
87.92,airline,IN,4,0
89.11,grocer,GB,9,0
251.97,fuel,US,8,0
76.07,wire_transfer,US,8,0
155.66,grocer,IN,3,0
214.36,wire_transfer,BR,4,0
3644.42,airline,BR,2,0
608.88,casino,US,7,1
67.24,casino,NG,3,1
247.8,grocer,US,2,0
3122.95,fuel,IN,8,0
3593.37,casino,GB,1,0
1702.9,wire_transfer,IN,9,0
326.57,airline,GB,2,0
49.85,airline,US,5,0
260.33,casino,BR,7,0
119.5,casino,NG,3,0
17.23,casino,IN,9,0
360.5,electronics,US,4,0
73.16,casino,GB,8,0
158.31,airline,GB,9,0
280.15,casino,BR,5,0
68.36,fuel,GB,2,0
187.06,fuel,GB,8,0
81.23,electronics,GB,3,0
309.03,wire_transfer,BR,9,0
256.26,fuel,IN,9,0
297.84,airline,BR,9,0
4315.97,casino,NG,3,1
213.08,casino,GB,5,0
142.54,electronics,BR,7,0
342.88,grocer,US,3,0
262.95,fuel,IN,6,0
210.37,fuel,GB,3,0
43.98,fuel,BR,8,0
674.37,grocer,IN,4,0
399.71,fuel,US,4,0
263.04,wire_transfer,RU,5,0
94.41,wire_transfer,IN,2,0
193.32,airline,BR,8,0
227.38,electronics,BR,6,0
180.1,casino,IN,4,0
21.37,wire_transfer,NG,5,0
381.37,fuel,BR,3,0
281.26,fuel,GB,6,0
58.15,electronics,US,4,0
151.69,fuel,BR,5,0
91.58,electronics,BR,3,0
177.85,electronics,US,2,0
273.5,wire_transfer,BR,6,0
19.01,casino,IN,5,0
325.15,electronics,GB,7,0
351.94,airline,US,3,0
280.36,casino,BR,3,0
74.91,casino,IN,4,0
291.99,wire_transfer,BR,2,0
1566.0,electronics,IN,9,0
87.62,grocer,RU,2,0
288.2,grocer,IN,2,0
54.35,wire_transfer,GB,1,0
121.92,grocer,US,4,0
372.1,wire_transfer,US,4,0
89.53,fuel,IN,9,0
380.7,airline,US,2,0
315.35,grocer,US,5,0
147.11,casino,IN,8,0
146.97,fuel,IN,5,0
1885.31,airline,US,8,0
162.46,electronics,US,5,0
389.44,fuel,US,1,0
290.93,casino,RU,7,1
251.09,airline,IN,6,0
296.9,airline,US,4,1
6480.58,wire_transfer,GB,5,1
158.41,grocer,RU,2,1
338.63,electronics,GB,2,0
20.48,fuel,US,5,0
768.3,casino,RU,7,0
321.91,grocer,IN,8,0
3410.75,casino,GB,6,0
82.56,grocer,US,2,0
75.24,casino,IN,4,0
398.87,fuel,BR,4,0
160.21,fuel,IN,6,0
274.89,electronics,US,3,1
1187.34,wire_transfer,NG,6,1
1730.63,fuel,BR,6,0
324.65,grocer,US,2,0
273.64,fuel,BR,9,0
184.48,wire_transfer,IN,8,0
126.44,electronics,NG,6,0
169.29,airline,GB,7,0
78.6,casino,US,9,0
850.63,fuel,BR,7,0
75.06,fuel,GB,1,0
320.96,electronics,BR,2,0
312.99,wire_transfer,US,7,0
308.08,wire_transfer,NG,2,0
339.27,electronics,IN,1,0
133.52,grocer,IN,4,0
364.27,grocer,GB,5,0
210.27,grocer,US,4,0
1853.26,wire_transfer,IN,9,0
15.53,wire_transfer,GB,2,0
359.75,fuel,NG,9,0
24.9,grocer,BR,6,0
72.36,electronics,IN,8,0
87.43,fuel,IN,2,0
187.18,airline,GB,2,0
153.55,grocer,GB,1,0
141.19,wire_transfer,US,6,0
129.5,airline,IN,7,0
275.72,grocer,IN,2,0
20.81,electronics,IN,4,0
223.17,casino,IN,4,0
151.05,electronics,BR,4,0
2261.9,wire_transfer,US,3,0
563.67,airline,BR,8,0
14.65,airline,IN,9,0
1333.58,grocer,GB,9,1
14.55,wire_transfer,US,4,0
72.49,casino,BR,8,0
238.4,electronics,IN,4,0
106.81,electronics,BR,2,0
296.92,electronics,IN,3,0
344.82,casino,US,8,0
126.81,casino,US,1,0
209.22,grocer,US,4,0
222.51,casino,US,1,0
203.26,fuel,IN,7,0
158.29,casino,US,3,0
181.89,fuel,GB,4,0
166.75,electronics,IN,5,0
1274.04,wire_transfer,US,6,0
2.56,wire_transfer,IN,7,0
101.48,fuel,BR,9,0
3943.38,casino,US,8,0
18.4,casino,BR,6,0
1780.61,grocer,BR,5,0
213.63,airline,BR,9,0
13.96,wire_transfer,US,3,1
360.61,airline,GB,5,0
390.23,fuel,IN,2,0
381.33,electronics,US,6,0
390.85,casino,US,5,0
25.06,wire_transfer,GB,6,0
219.55,wire_transfer,US,1,1
372.16,airline,GB,5,0
64.41,electronics,BR,9,0
360.01,fuel,IN,1,0
171.16,grocer,BR,4,0
2529.5,airline,GB,6,1
9.34,wire_transfer,NG,3,1
349.2,grocer,GB,9,0
2122.81,airline,RU,3,0
219.04,fuel,GB,5,0
376.68,airline,IN,2,0
120.53,electronics,GB,1,0
318.15,wire_transfer,US,9,0
208.34,grocer,IN,7,0
278.26,casino,IN,1,0
158.93,wire_transfer,BR,1,0
171.48,electronics,US,5,0
223.04,airline,BR,8,0
172.04,fuel,IN,2,1
345.07,electronics,BR,1,0
385.09,electronics,IN,2,0
29.82,wire_transfer,GB,1,0
239.7,wire_transfer,US,1,1
267.28,grocer,US,2,0
159.49,grocer,BR,6,0
148.86,casino,IN,9,0
292.2,grocer,BR,4,0
265.94,electronics,BR,4,0
311.1,electronics,BR,4,0
271.07,casino,IN,5,0
194.17,fuel,BR,9,0
351.43,airline,BR,6,0
255.3,airline,GB,3,0
230.64,grocer,BR,3,0
331.92,casino,BR,8,0
78.97,fuel,NG,5,0
341.94,wire_transfer,IN,1,0
9.63,wire_transfer,BR,1,0
172.78,fuel,IN,2,0
15.04,fuel,US,6,0
284.19,fuel,IN,5,0
1621.88,grocer,IN,8,0
401.78,wire_transfer,IN,7,0
12.18,casino,BR,8,0
2987.83,wire_transfer,BR,8,0
335.15,electronics,GB,9,0
101.18,airline,BR,4,0
259.76,wire_transfer,US,4,0
350.47,airline,GB,3,0
107.56,wire_transfer,BR,8,0
229.75,airline,BR,9,0
755.96,electronics,BR,9,0
280.39,casino,GB,5,0
108.19,airline,BR,5,0
116.8,airline,GB,9,0
882.16,casino,IN,9,0
322.48,grocer,BR,1,0
290.88,fuel,BR,1,0
65.04,casino,IN,5,0
335.37,fuel,GB,3,0
196.32,wire_transfer,BR,7,0
3418.67,grocer,US,6,0
115.09,fuel,NG,8,0
269.24,wire_transfer,IN,3,0
341.09,fuel,US,9,0
396.89,wire_transfer,IN,1,0
3507.83,grocer,IN,7,0
3787.8,electronics,US,8,0
224.37,grocer,US,8,0
29.49,electronics,IN,7,0
24.17,electronics,US,5,0
68.48,fuel,IN,8,0
217.16,casino,US,7,0
283.2,airline,BR,4,0
1464.25,electronics,BR,2,0
301.14,airline,BR,1,0
3426.89,fuel,GB,3,0
175.48,wire_transfer,BR,7,0
196.04,airline,US,4,0
239.04,wire_transfer,IN,9,0
86.44,fuel,BR,5,0
292.37,electronics,GB,4,0
81.98,fuel,US,9,0
3175.69,fuel,GB,4,0
272.54,casino,BR,8,0
361.27,casino,US,3,0
228.28,fuel,IN,6,1
1098.2,grocer,US,1,0
50.78,grocer,IN,6,0
8537.15,fuel,RU,6,1
346.03,grocer,BR,7,0
143.4,electronics,GB,3,0
250.78,grocer,BR,8,0
295.62,casino,IN,3,0
44.85,grocer,US,7,0
247.48,airline,BR,6,0
22.3,airline,BR,3,0
248.81,casino,IN,7,0
339.34,fuel,GB,8,0
79.86,wire_transfer,IN,4,0
382.87,casino,US,5,0
2435.41,casino,IN,5,0
198.27,electronics,GB,1,0
290.05,airline,GB,3,0
361.19,fuel,IN,4,0
16.67,grocer,IN,2,0
84.23,fuel,GB,4,0
148.65,grocer,IN,4,0
207.47,airline,BR,9,0
310.6,airline,BR,1,0
77.26,fuel,BR,8,0
95.88,grocer,GB,9,0
120.01,wire_transfer,IN,3,0
131.57,casino,BR,9,0
78.12,fuel,GB,4,0
140.07,airline,US,3,0
204.58,airline,GB,4,0
206.04,wire_transfer,GB,9,0
213.83,fuel,BR,7,0
1718.44,airline,IN,8,0
2343.5,fuel,US,7,0
280.19,fuel,GB,3,0
73.76,airline,IN,2,0
206.09,casino,IN,2,0
3943.31,grocer,GB,5,0
44.6,grocer,IN,3,0
352.28,fuel,GB,9,0
6161.28,casino,RU,7,1
358.12,fuel,IN,2,1
376.3,airline,BR,7,0
290.28,fuel,BR,9,0
233.14,grocer,GB,4,0
156.29,fuel,IN,5,0
366.09,grocer,US,7,0
670.92,airline,IN,7,0
311.37,casino,GB,1,0
112.79,fuel,BR,4,0
316.8,casino,RU,4,0
332.99,casino,IN,6,0
256.71,fuel,US,7,0
278.99,casino,BR,1,0
194.73,grocer,BR,1,0
129.12,grocer,IN,4,0
34.95,grocer,RU,1,0
62.04,fuel,GB,4,0
87.89,airline,BR,6,0
2508.68,wire_transfer,IN,3,0
113.87,grocer,US,9,0
174.13,casino,US,1,0
7526.15,casino,IN,1,1
3623.87,electronics,IN,7,0
295.84,casino,BR,3,0
92.83,fuel,GB,2,0
215.99,casino,US,5,0
324.69,wire_transfer,US,9,0
350.87,wire_transfer,NG,8,0
171.39,fuel,BR,3,0
641.62,wire_transfer,US,11,1
2312.58,electronics,GB,1,0
257.43,airline,GB,4,0
111.71,fuel,IN,8,0
4757.83,airline,NG,3,1
3761.75,casino,BR,1,0
274.15,casino,BR,3,0
230.49,wire_transfer,US,5,0
394.92,grocer,IN,1,0
45.59,casino,IN,2,0
83.47,casino,IN,1,0
275.43,wire_transfer,IN,9,0
375.26,fuel,BR,2,0
4.99,airline,NG,3,0
171.39,electronics,IN,9,0
2336.05,wire_transfer,GB,5,1
2707.92,electronics,GB,5,0
366.99,wire_transfer,RU,1,0
30.32,grocer,US,7,0
51.0,casino,US,4,0
154.87,fuel,BR,8,0
306.1,airline,GB,3,0
185.77,electronics,US,9,0
239.64,casino,US,5,0
364.74,wire_transfer,US,2,0
33.62,airline,US,6,0
28.33,fuel,US,2,0
95.23,electronics,GB,6,0
69.57,wire_transfer,US,4,0
49.01,casino,NG,7,0
397.53,wire_transfer,US,6,0
143.44,casino,NG,5,1
357.38,airline,GB,5,0
393.74,grocer,BR,8,0
3037.46,electronics,NG,9,0
197.22,wire_transfer,GB,6,0
2454.49,fuel,IN,3,1
2891.59,casino,US,8,0
260.36,electronics,NG,8,0
261.14,electronics,US,9,0
291.09,casino,NG,1,1
385.79,fuel,IN,3,0
563.74,fuel,NG,17,1
61.83,fuel,BR,5,0
661.39,wire_transfer,US,3,0
1752.61,casino,BR,8,0
1049.38,electronics,NG,7,0
299.58,wire_transfer,GB,9,0
374.01,grocer,BR,8,0
75.55,wire_transfer,GB,7,0
185.73,grocer,US,7,0
20.19,fuel,IN,7,0
152.32,wire_transfer,BR,7,0
360.61,wire_transfer,BR,3,0
104.68,wire_transfer,IN,5,0
195.08,electronics,BR,6,0
204.58,wire_transfer,NG,2,0
184.63,wire_transfer,RU,4,0
7361.87,casino,RU,5,1
111.08,grocer,US,1,0
46.57,wire_transfer,GB,8,0
246.93,airline,GB,9,0
87.33,grocer,IN,5,0
301.71,airline,BR,5,0
6120.08,casino,NG,8,1
38.62,wire_transfer,IN,8,0
169.52,fuel,BR,2,0
98.61,airline,GB,1,0
2924.56,grocer,US,2,0
141.47,electronics,IN,5,0
176.63,fuel,BR,4,0
181.93,electronics,BR,8,0
324.79,electronics,BR,2,0
3650.72,wire_transfer,US,1,0
1259.12,fuel,NG,7,0
376.01,wire_transfer,NG,5,0
248.56,casino,US,1,0
159.77,fuel,GB,8,0
372.16,grocer,GB,6,0
129.64,airline,RU,3,0
335.9,wire_transfer,BR,1,0
8234.3,wire_transfer,NG,7,1
235.35,wire_transfer,IN,2,1
20.38,grocer,US,5,0
856.97,electronics,IN,5,0
332.57,electronics,IN,9,0
304.33,electronics,BR,1,0
282.37,grocer,US,7,0
2729.87,wire_transfer,GB,8,0
369.8,grocer,GB,4,0
1676.17,airline,GB,2,0
526.4,casino,NG,4,1
311.9,grocer,US,2,0
9.8,wire_transfer,IN,8,0
306.58,grocer,US,1,0
160.7,wire_transfer,RU,4,0
226.95,wire_transfer,US,3,1
1320.44,electronics,US,7,0
207.42,electronics,BR,1,0
344.3,fuel,GB,2,0
3548.33,casino,IN,8,0
116.3,electronics,US,8,0
193.5,grocer,US,4,0
115.04,grocer,NG,3,0
107.35,airline,BR,8,0
137.28,grocer,BR,7,0
231.84,grocer,US,8,0
288.15,wire_transfer,BR,2,0
165.69,fuel,US,6,0
1045.57,airline,GB,7,0
388.05,electronics,GB,3,0
229.71,fuel,NG,7,0
3592.61,airline,US,4,0
53.43,casino,IN,2,0
1334.47,fuel,US,9,0
235.62,airline,BR,7,0
357.21,electronics,BR,6,0
137.96,airline,IN,8,0
303.47,airline,IN,7,0
209.59,grocer,GB,7,0
1645.29,airline,GB,4,0
6.35,casino,GB,6,0
532.88,electronics,BR,1,1
145.85,airline,GB,5,0
326.84,casino,US,3,0
30.07,electronics,GB,2,0
105.73,electronics,RU,5,0
361.11,grocer,GB,6,0
131.08,wire_transfer,BR,2,0
70.11,grocer,NG,8,0
1454.78,airline,GB,5,1
155.64,wire_transfer,US,9,0
96.73,grocer,IN,2,0
275.18,electronics,GB,4,0
146.06,airline,US,6,0
365.36,airline,US,4,0
331.07,electronics,NG,2,0
299.86,airline,RU,5,0
355.98,electronics,US,4,0
153.99,casino,IN,3,0
1840.48,wire_transfer,RU,6,1
63.89,wire_transfer,IN,7,0
64.55,fuel,IN,4,1
240.67,casino,IN,6,0
2181.83,grocer,IN,7,0
158.26,fuel,IN,1,0
174.38,grocer,US,3,0
336.19,casino,GB,7,0
355.2,casino,IN,7,0
1182.98,airline,IN,7,0
325.98,electronics,BR,2,0
124.69,airline,BR,8,0
174.25,airline,US,2,0
295.77,casino,GB,9,0
30.14,wire_transfer,NG,8,0
21.2,electronics,RU,8,0
119.42,electronics,NG,3,0
1174.55,casino,US,5,0
234.47,grocer,US,8,0
3.16,wire_transfer,GB,5,0
388.8,grocer,BR,4,0
3174.28,fuel,GB,6,0
2901.15,fuel,NG,2,0
1346.56,wire_transfer,GB,4,0
225.83,casino,IN,3,0
29.66,fuel,BR,4,0
267.3,casino,GB,6,0
34.67,fuel,GB,4,0
239.37,electronics,US,8,0
207.59,wire_transfer,BR,4,0
291.01,grocer,IN,5,0
127.73,fuel,IN,7,0
56.83,wire_transfer,GB,2,0
2875.95,fuel,IN,6,0
324.04,grocer,IN,2,0
206.91,grocer,BR,6,0
276.92,wire_transfer,BR,3,0
97.71,grocer,NG,3,0
688.21,casino,US,4,0
300.97,grocer,IN,2,0
78.33,wire_transfer,IN,1,0
304.19,wire_transfer,US,1,0
397.9,airline,IN,2,0
367.86,wire_transfer,BR,8,1
283.62,grocer,BR,4,0
280.7,electronics,BR,3,0
138.28,airline,NG,7,0
3016.69,airline,IN,1,0
323.77,airline,NG,2,0
96.81,wire_transfer,NG,2,0
78.92,casino,GB,5,0
301.51,wire_transfer,IN,1,0
320.3,electronics,IN,1,1
61.23,fuel,US,9,0
26.43,electronics,IN,9,0
372.67,casino,US,9,0
374.86,fuel,GB,2,0
